,Date,Close,High,Low,Open,Volume
0,2025-02-07,229.14999389648438,234.80999755859375,228.05999755859375,232.5,77539300
1,2025-02-10,233.13999938964844,233.9199981689453,229.1999969482422,230.5500030517578,35419900
2,2025-02-11,232.75999450683594,233.44000244140625,230.1300048828125,231.9199981689453,23713700
3,2025-02-12,228.92999267578125,231.17999267578125,228.16000366210938,230.4600067138672,32285200
4,2025-02-13,230.3699951171875,230.4199981689453,227.52000427246094,228.85000610351562,31346500
5,2025-02-14,228.67999267578125,229.88999938964844,227.22999572753906,229.1999969482422,27031100
6,2025-02-18,226.64999389648438,229.3000030517578,223.72000122070312,228.82000732421875,42975100
7,2025-02-19,226.6300048828125,226.8300018310547,223.7100067138672,225.52000427246094,28566700
8,2025-02-20,222.8800048828125,225.1300048828125,221.80999755859375,224.77999877929688,30001700
9,2025-02-21,216.5800018310547,223.30999755859375,214.74000549316406,223.27999877929688,55323900
10,2025-02-24,212.7100067138672,217.72000122070312,212.4199981689453,217.4499969482422,42387600
11,2025-02-25,212.8000030517578,213.33999633789062,204.16000366210938,211.6300048828125,58958000
12,2025-02-26,214.35000610351562,218.16000366210938,213.08999633789062,214.94000244140625,39120600
13,2025-02-27,208.74000549316406,219.97000122070312,208.3699951171875,218.35000610351562,40548600
14,2025-02-28,212.27999877929688,212.6199951171875,206.99000549316406,208.64999389648438,51771700
15,2025-03-03,205.02000427246094,214.00999450683594,202.5500030517578,213.35000610351562,42948400
16,2025-03-04,203.8000030517578,206.8000030517578,197.42999267578125,200.11000061035156,60853100
17,2025-03-05,208.36000061035156,209.97999572753906,203.25999450683594,204.8000030517578,38610100
18,2025-03-06,200.6999969482422,205.77000427246094,198.3000030517578,204.39999389648438,49863800
19,2025-03-07,199.25,202.27000427246094,192.52999877929688,199.49000549316406,59802800
20,2025-03-10,194.5399932861328,196.72999572753906,190.85000610351562,195.60000610351562,62350900
21,2025-03-11,196.58999633789062,200.17999267578125,193.39999389648438,193.89999389648438,54002900
22,2025-03-12,198.88999938964844,201.52000427246094,195.2899932861328,200.72000122070312,43679300
23,2025-03-13,193.88999938964844,198.8800048828125,191.82000732421875,198.1699981689453,41270800
24,2025-03-14,197.9499969482422,198.64999389648438,195.32000732421875,197.41000366210938,38096700
25,2025-03-17,195.74000549316406,199.0,194.32000732421875,198.77000427246094,47341800
26,2025-03-18,192.82000732421875,194.0,189.3800048828125,192.52000427246094,40414900
27,2025-03-19,195.5399932861328,195.97000122070312,191.9600067138672,193.3800048828125,39442900
28,2025-03-20,194.9499969482422,199.32000732421875,192.3000030517578,193.07000732421875,38921100
29,2025-03-21,196.2100067138672,196.99000549316406,192.52000427246094,192.89999389648438,60056900
30,2025-03-24,203.25999450683594,203.63999938964844,199.9499969482422,200.0,41625400
31,2025-03-25,205.7100067138672,206.2100067138672,203.22000122070312,203.60000610351562,31171200
32,2025-03-26,201.1300048828125,206.00999450683594,199.92999267578125,205.83999633789062,32855300
33,2025-03-27,201.36000061035156,203.7899932861328,199.27999877929688,200.88999938964844,27317700
34,2025-03-28,192.72000122070312,199.25999450683594,191.8800048828125,198.4199981689453,52548200
35,2025-03-31,190.25999450683594,191.3300018310547,184.39999389648438,188.19000244140625,63547600
36,2025-04-01,192.1699981689453,193.92999267578125,187.1999969482422,187.86000061035156,41267300
37,2025-04-02,196.00999450683594,198.33999633789062,187.66000366210938,187.66000366210938,53679200
38,2025-04-03,178.41000366210938,184.1300048828125,176.9199981689453,183.0,95553600
39,2025-04-04,171.0,178.13999938964844,166.0,167.14999389648438,123159400
40,2025-04-07,175.25999450683594,183.41000366210938,161.3800048828125,162.0,109327100
41,2025-04-08,170.66000366210938,185.89999389648438,168.57000732421875,185.22999572753906,87710400
42,2025-04-09,191.10000610351562,192.64999389648438,169.92999267578125,172.1199951171875,116804300
43,2025-04-10,181.22000122070312,186.8699951171875,175.85000610351562,185.44000244140625,68302000
44,2025-04-11,184.8699951171875,185.86000061035156,178.0,179.92999267578125,50594300
45,2025-04-14,182.1199951171875,187.44000244140625,179.22999572753906,186.83999633789062,48002500
46,2025-04-15,179.58999633789062,182.35000610351562,177.92999267578125,181.41000366210938,43642000
47,2025-04-16,174.3300018310547,179.10000610351562,171.41000366210938,176.2899932861328,51875300
48,2025-04-17,172.61000061035156,176.2100067138672,172.0,176.0,44726500
49,2025-04-21,167.32000732421875,169.60000610351562,165.2899932861328,169.60000610351562,48126100
50,2025-04-22,173.17999267578125,176.77999877929688,169.35000610351562,169.85000610351562,56607200
51,2025-04-23,180.60000610351562,187.3800048828125,180.19000244140625,183.4499969482422,63470100
52,2025-04-24,186.5399932861328,186.74000549316406,180.17999267578125,180.9199981689453,43763200
53,2025-04-25,188.99000549316406,189.94000244140625,185.49000549316406,187.6199951171875,36414300
54,2025-04-28,187.6999969482422,190.22000122070312,184.88999938964844,190.11000061035156,33224700
55,2025-04-29,187.38999938964844,188.02000427246094,183.67999267578125,183.99000549316406,41667300
56,2025-04-30,184.4199981689453,185.0500030517578,178.85000610351562,182.1699981689453,55176500
57,2025-05-01,190.1999969482422,191.80999755859375,187.5,190.6300048828125,74266000
58,2025-05-02,189.97999572753906,192.8800048828125,186.39999389648438,191.44000244140625,77903500
59,2025-05-05,186.35000610351562,188.17999267578125,185.52999877929688,186.50999450683594,35217500
60,2025-05-06,185.00999450683594,187.92999267578125,183.85000610351562,184.57000732421875,29314100
61,2025-05-07,188.7100067138672,190.99000549316406,185.00999450683594,185.55999755859375,43948600
62,2025-05-08,192.0800018310547,194.3300018310547,188.82000732421875,191.42999267578125,41043600
63,2025-05-09,193.05999755859375,194.69000244140625,191.16000366210938,193.3800048828125,29663100
64,2025-05-12,208.63999938964844,211.66000366210938,205.75,210.7100067138672,75205000
65,2025-05-13,211.3699951171875,214.83999633789062,210.10000610351562,211.0800018310547,56193700
66,2025-05-14,210.25,211.92999267578125,208.85000610351562,211.4499969482422,38492100
67,2025-05-15,205.1699981689453,206.8800048828125,202.6699981689453,206.4499969482422,64347300
68,2025-05-16,205.58999633789062,206.85000610351562,204.3699951171875,206.85000610351562,43318500
69,2025-05-19,206.16000366210938,206.6199951171875,201.25999450683594,201.64999389648438,34314800
70,2025-05-20,204.07000732421875,205.58999633789062,202.64999389648438,204.6300048828125,29470400
71,2025-05-21,201.1199951171875,203.4600067138672,200.05999755859375,201.61000061035156,42460900
